10/1/2013,ME+1,22862049.00,12865956.00
10/2/2013,ME+2,9496906.00,3908532.00
10/3/2013,ME+3,7149569.00,3334335.00
10/4/2013,ME+4,6537410.00,3173443.00
10/7/2013,ME+5,8486707.00,3244190.00
10/8/2013,ME+6,7327278.00,3956223.00
10/9/2013,ME+7,6000598.00,2960007.00
10/10/2013,ME+8,6571053.00,3055302.00
10/11/2013,ME+9,7809636.00,3932647.00
10/14/2013,ME+10,12524073.00,2176331.00
10/15/2013,ME+11,11682544.00,3862636.00
10/16/2013,ME+12,9290244.00,3951534.00
10/17/2013,ME+13,7361397.00,3777028.00
10/18/2013,ME+14,7111036.00,3488304.00
10/21/2013,ME+15,7384899.00,3525287.00
10/22/2013,ME+16,6534293.00,3154155.00
10/23/2013,ME+17,7459845.00,3491526.00
10/24/2013,ME+18,6793626.00,3012160.00
10/25/2013,ME+19,8656827.00,3458356.00
10/28/2013,ME+20,7912655.00,3264692.00
10/29/2013,ME+21,6564455.00,3379572.00
10/30/2013,ME-1,17427294.00,8940343.00
10/31/2013,ME,9281560.00,4141434.00
11/1/2013,ME+1,24269673.00,11803906.00
11/4/2013,ME+2,9632686.00,3925629.00
11/5/2013,ME+3,6052495.00,2889998.00
11/6/2013,ME+4,5886300.00,2828324.00
11/7/2013,ME+5,6576434.00,2996568.00
11/8/2013,ME+6,13538946.00,13597958.00
11/11/2013,ME+7,1660084.00,1761189.00
11/12/2013,ME+8,9054963.00,3157064.00
11/13/2013,ME+9,11953730.00,3117736.00
11/14/2013,ME+10,24471970.00,17117657.00
11/15/2013,ME+11,10174421.00,4185357.00
11/18/2013,ME+12,9271249.00,4276666.00
11/19/2013,ME+13,6428079.00,3081697.00
11/20/2013,ME+14,7400977.00,3606215.00
11/21/2013,ME+15,6703568.00,3110509.00
11/22/2013,ME+16,8707265.00,3893570.00
11/25/2013,ME+17,9280213.00,4192721.00
11/26/2013,ME+18,6893888.00,3278103.00
11/27/2013,ME-1,18484855.00,9039748.00
11/29/2013,ME,9561562.00,4392418.00
